105,2020-01-24,österreich,1
106,2020-01-24,saudi arabia / السعودية,1
107,2020-01-24,paraguay,1
108,2020-01-24,chile,1
109,2020-01-24,dominican republic,1
110,2020-01-24,saint kitts and nevis,1
111,2020-01-24,saint vincent and the grenadines,1
112,2020-01-24,belarus,1
113,2020-01-24,bolivia,1
114,2020-01-24,kuwait,1
115,2020-01-24,myanmar,1
116,2020-01-24,senegal,1
117,2020-01-24,guernsey,1
118,2020-01-24,moldova,1
119,2020-01-24,polska,1
120,2020-01-24,bhutan,1
121,2020-01-24,papua new guinea,1
122,2020-01-24,中国,1
123,2020-01-24,ghana,1
124,2020-01-24,bulgaria,1
125,2020-01-24,liberia,1
126,2020-01-24,south korea,1
127,2020-01-24,κύπρος,1
128,2020-01-24,azərbaycan,1
129,2020-01-24,cambodia,1
130,2020-01-24,brazil,1
131,2020-01-24,slovakia,1
132,2020-01-24,trinidad and tobago,1
133,2020-01-24,peru,1
0,2020-01-24,united states,22
1,2020-01-24,canada,2
0,2020-01-24,united states,2380
1,2020-01-24,canada,256
2,2020-01-24,united kingdom,246
3,2020-01-24,china 中国,186
4,2020-01-24,australia,63
5,2020-01-24,india,58
6,2020-01-24,china,56
7,2020-01-24,philippines,47
8,2020-01-24,france,36
9,2020-01-24,switzerland,33
10,2020-01-24,nigeria,30
11,2020-01-24,new zealand,27
12,2020-01-24,malaysia,24
13,2020-01-24,república dominicana,23
14,2020-01-24,ireland,22
15,2020-01-24,suomi,22
16,2020-01-24,brasil,19
17,2020-01-24,deutschland,18
18,2020-01-24,taiwan,17
19,2020-01-24,nederland,17
20,2020-01-24,south africa,16
21,2020-01-24,netherlands,15
22,2020-01-24,românia,14
23,2020-01-24,singapore,14
24,2020-01-24,japan,13
25,2020-01-24,vietnam,11
26,2020-01-24,italia,11
27,2020-01-24,georgia / საქართველო,10
28,2020-01-24,germany,9
29,2020-01-24,pakistan,9
30,2020-01-24,argentina,8
31,2020-01-24,colombia,8
32,2020-01-24,méxico,8
33,2020-01-24,españa,8
34,2020-01-24,portugal,8
35,2020-01-24,egypt / مصر,7
36,2020-01-24,sverige,7
37,2020-01-24,kenya,6
38,2020-01-24,indonesia,6
39,2020-01-24,spain,6
40,2020-01-24,россия,6
41,2020-01-24,ประเทศไทย,6
42,2020-01-24,azerbaijan,6
43,2020-01-24,sweden,6
44,2020-01-24,ایران,5
45,2020-01-24,austria,5
46,2020-01-24,bosna i hercegovina,5
47,2020-01-24,norge,5
48,2020-01-24,belgium,5
49,2020-01-24,venezuela,4
50,2020-01-24,tanzania,4
51,2020-01-24,norway,4
52,2020-01-24,پاکستان,4
53,2020-01-24,turkey,4
54,2020-01-24,việt nam,4
55,2020-01-24,finland,4
56,2020-01-24,nepal,3
57,2020-01-24,haiti,3
58,2020-01-24,thailand,3
59,2020-01-24,日本 (japan),3
60,2020-01-24,denmark,3
61,2020-01-24,uganda,3
62,2020-01-24,puerto rico,3
63,2020-01-24,ecuador,3
64,2020-01-24,türkiye,3
65,2020-01-24,българия,3
66,2020-01-24,zambia,3
67,2020-01-24,sri lanka,3
68,2020-01-24,danmark,3
69,2020-01-24,malawi,3
70,2020-01-24,united arab emirates,3
71,2020-01-24,magyarország,2
72,2020-01-24,česko,2
73,2020-01-24,mexico,2
74,2020-01-24,jersey,2
75,2020-01-24,romania,2
76,2020-01-24,bangladesh,2
77,2020-01-24,slovensko,2
78,2020-01-24,대한민국,2
79,2020-01-24,belgië - belgique - belgien,2
80,2020-01-24,монгол улс,2
81,2020-01-24,albania,2
82,2020-01-24,egypt,2
83,2020-01-24,croatia,2
84,2020-01-24,україна,2
85,2020-01-24,libya,2
86,2020-01-24,italy,2
87,2020-01-24,ປະເທດລາວ,2
88,2020-01-24,fiji,2
89,2020-01-24,česká republika,2
90,2020-01-24,malta,2
91,2020-01-24,saint lucia,2
92,2020-01-24,serbia,1
93,2020-01-24,ελλάδα,1
94,2020-01-24,uruguay,1
95,2020-01-24,iraq,1
96,2020-01-24,cyprus,1
97,2020-01-24,hungary,1
98,2020-01-24,lietuva,1
99,2020-01-24,poland,1
100,2020-01-24,lebanon,1
101,2020-01-24,ethiopia,1
102,2020-01-24,panama,1
103,2020-01-24,israel,1
104,2020-01-24,turks & caicos islands,1
105,2020-01-24,österreich,1
106,2020-01-24,saudi arabia / السعودية,1
107,2020-01-24,paraguay,1
108,2020-01-24,chile,1
109,2020-01-24,dominican republic,1
110,2020-01-24,saint kitts and nevis,1
111,2020-01-24,saint vincent and the grenadines,1
112,2020-01-24,belarus,1
113,2020-01-24,bolivia,1
114,2020-01-24,kuwait,1
115,2020-01-24,myanmar,1
116,2020-01-24,senegal,1
117,2020-01-24,guernsey,1
118,2020-01-24,moldova,1
119,2020-01-24,polska,1
120,2020-01-24,bhutan,1
121,2020-01-24,papua new guinea,1
122,2020-01-24,中国,1
123,2020-01-24,ghana,1
124,2020-01-24,bulgaria,1
125,2020-01-24,liberia,1
126,2020-01-24,south korea,1
127,2020-01-24,κύπρος,1
128,2020-01-24,azərbaycan,1
129,2020-01-24,cambodia,1
130,2020-01-24,brazil,1
131,2020-01-24,slovakia,1
132,2020-01-24,trinidad and tobago,1
133,2020-01-24,peru,1
0,2020-01-24,united states,9418
1,2020-01-24,united kingdom,1967
2,2020-01-24,canada,1495
3,2020-01-24,china 中国,923
4,2020-01-24,india,552
5,2020-01-24,australia,516
6,2020-01-24,philippines,467
7,2020-01-24,singapore,384
8,2020-01-24,china,280
9,2020-01-24,france,242
10,2020-01-24,nigeria,226
11,2020-01-24,malaysia,212
12,2020-01-24,new zealand,151
13,2020-01-24,deutschland,131
14,2020-01-24,república dominicana,129
15,2020-01-24,nederland,114
16,2020-01-24,south africa,108
17,2020-01-24,ireland,101
18,2020-01-24,switzerland,97
19,2020-01-24,italia,95
20,2020-01-24,indonesia,87
21,2020-01-24,japan,86
22,2020-01-24,pakistan,80
23,2020-01-24,españa,75
24,2020-01-24,taiwan,73
25,2020-01-24,日本 (japan),71
26,2020-01-24,germany,71
27,2020-01-24,kenya,63
28,2020-01-24,türkiye,53
29,2020-01-24,brasil,52
30,2020-01-24,méxico,52
31,2020-01-24,suomi,51
32,2020-01-24,thailand,49
33,2020-01-24,colombia,45
34,2020-01-24,românia,44
35,2020-01-24,sverige,44
36,2020-01-24,netherlands,44
37,2020-01-24,sweden,41
38,2020-01-24,italy,39
39,2020-01-24,portugal,39
40,2020-01-24,ประเทศไทย,34
41,2020-01-24,대한민국,32
42,2020-01-24,egypt / مصر,31
43,2020-01-24,turkey,30
44,2020-01-24,belgië - belgique - belgien,30
45,2020-01-24,sri lanka,30
46,2020-01-24,bangladesh,28
47,2020-01-24,spain,28
48,2020-01-24,argentina,25
49,2020-01-24,georgia / საქართველო,24
50,2020-01-24,vietnam,24
51,2020-01-24,israel,24
52,2020-01-24,venezuela,23
53,2020-01-24,chile,23
54,2020-01-24,united arab emirates,23
55,2020-01-24,россия,23
56,2020-01-24,ایران,20
57,2020-01-24,haiti,20
58,2020-01-24,ghana,20
59,2020-01-24,việt nam,18
60,2020-01-24,egypt,18
61,2020-01-24,norge,17
62,2020-01-24,peru,17
63,2020-01-24,polska,17
64,2020-01-24,česká republika,17
65,2020-01-24,nepal,17
66,2020-01-24,中国,17
67,2020-01-24,finland,16
68,2020-01-24,uganda,16
69,2020-01-24,پاکستان,15
70,2020-01-24,danmark,15
71,2020-01-24,saudi arabia / السعودية,14
72,2020-01-24,qatar,14
73,2020-01-24,κύπρος,14
74,2020-01-24,panamá,13
75,2020-01-24,poland,13
76,2020-01-24,cambodia,12
77,2020-01-24,ethiopia,12
78,2020-01-24,norway,12
79,2020-01-24,ປະເທດລາວ,12
80,2020-01-24,maldives,12
81,2020-01-24,mali,12
82,2020-01-24,estonia,11
83,2020-01-24,austria,11
84,2020-01-24,brazil,11
85,2020-01-24,saudi arabia,10
86,2020-01-24,bosna i hercegovina,10
87,2020-01-24,russia,10
88,2020-01-24,jamaica,10
89,2020-01-24,antarctica,9
90,2020-01-24,greece,9
91,2020-01-24,cyprus,8
92,2020-01-24,ישראל,8
93,2020-01-24,ukraine,8
94,2020-01-24,malta,8
95,2020-01-24,ecuador,8
96,2020-01-24,liberia,8
97,2020-01-24,puerto rico,8
98,2020-01-24,slovakia,8
99,2020-01-24,mexico,8
100,2020-01-24,maroc,7
101,2020-01-24,malawi,7
102,2020-01-24,trinidad and tobago,7
103,2020-01-24,ελλάδα,7
104,2020-01-24,eesti,7
105,2020-01-24,تونس,7
106,2020-01-24,tanzania,7
107,2020-01-24,el salvador,6
108,2020-01-24,mongolia,6
109,2020-01-24,österreich,6
110,2020-01-24,croatia,6
111,2020-01-24,kazakhstan,6
112,2020-01-24,zimbabwe,6
113,2020-01-24,dominican republic,6
114,2020-01-24,belgium,6
115,2020-01-24,україна,6
116,2020-01-24,cayman islands,6
117,2020-01-24,lebanon,6
118,2020-01-24,panama,6
119,2020-01-24,costa rica,5
120,2020-01-24,south sudan,5
121,2020-01-24,bermuda,5
122,2020-01-24,bahamas,5
123,2020-01-24,schweiz/suisse/svizzera/svizra,5
124,2020-01-24,luxembourg,5
125,2020-01-24,kyrgyzstan,5
126,2020-01-24,भारत - india,5
127,2020-01-24,afghanistan,5
128,2020-01-24,lesotho,5
129,2020-01-24,namibia,5
130,2020-01-24,myanmar,5
131,2020-01-24,south korea,5
132,2020-01-24,iraq,5
133,2020-01-24,日本,5
134,2020-01-24,slovenia,4
135,2020-01-24,azərbaycan,4
136,2020-01-24,guinée,4
137,2020-01-24,romania,4
138,2020-01-24,belgië / belgique / belgien,4
139,2020-01-24,fiji,4
140,2020-01-24,denmark,4
141,2020-01-24,slovensko,4
142,2020-01-24,slovenija,4
143,2020-01-24,iran,4
144,2020-01-24,jamaika,4
145,2020-01-24,shqipëria,4
146,2020-01-24,magyarország,4
147,2020-01-24,yemen,4
148,2020-01-24,česko,3
149,2020-01-24,serbia,3
150,2020-01-24,ísland,3
151,2020-01-24,azerbaijan,3
152,2020-01-24,guernsey,3
153,2020-01-24,mauritius,3
154,2020-01-24,българия,3
155,2020-01-24,niger,3
156,2020-01-24,uruguay,3
157,2020-01-24,sierra leone,3
158,2020-01-24,república de guinea ecuatorial;république de guinée équatoriale;república da guiné equatorial,3
159,2020-01-24,botswana,3
160,2020-01-24,libya / ليبيا,3
161,2020-01-24,hungary,3
162,2020-01-24,cuba,3
163,2020-01-24,république du congo,3
164,2020-01-24,falkland islands,3
165,2020-01-24,cameroon;cameroun,3
166,2020-01-24,монгол улс,3
167,2020-01-24,الجزائر,3
168,2020-01-24,seychelles,2
169,2020-01-24,latvija,2
170,2020-01-24,palestinian territory,2
171,2020-01-24,lietuva,2
172,2020-01-24,kuwait,2
173,2020-01-24,bosna i hercegovina / босна и херцеговина,2
174,2020-01-24,bolivia,2
175,2020-01-24,brunei,2
176,2020-01-24,syria,2
177,2020-01-24,kalaallit nunaat,2
178,2020-01-24,الإمارات العربية المتحدة,2
179,2020-01-24,cape verde,2
180,2020-01-24,قطر qatar,2
181,2020-01-24,madagascar,2
182,2020-01-24,rwanda,2
183,2020-01-24,british virgin islands,2
184,2020-01-24,jordan,2
185,2020-01-24,timor-leste; timor lorosa'e,2
186,2020-01-24,zambia,2
187,2020-01-24,cameroon,2
188,2020-01-24,laos,2
189,2020-01-24,libya,2
190,2020-01-24,беларусь,2
191,2020-01-24,guatemala,2
192,2020-01-24,république démocratique du congo,2
193,2020-01-24,اليَمَن al-yaman,2
194,2020-01-24,brunei darussalam,2
195,2020-01-24,السعودية,2
196,2020-01-24,ελλάς,2
197,2020-01-24,iceland,2
198,2020-01-24,montserrat,2
199,2020-01-24,new zealand / aotearoa,2
200,2020-01-24,armenia,2
201,2020-01-24,kosovo,2
202,2020-01-24,saint lucia,2
203,2020-01-24,samoa,2
204,2020-01-24,western sahara,1
205,2020-01-24,somalia / الصومال,1
206,2020-01-24,chad,1
207,2020-01-24,turkmenistan,1
208,2020-01-24,isle of man,1
209,2020-01-24,sudan,1
210,2020-01-24,臺灣,1
211,2020-01-24,македонија,1
212,2020-01-24,türkmenistan,1
213,2020-01-24,gabon,1
214,2020-01-24,հայաստան,1
215,2020-01-24,solomon islands,1
216,2020-01-24,faroe islands,1
217,2020-01-24,السودان ‎al-sūdān,1
218,2020-01-24,paraguay,1
219,2020-01-24,angola,1
220,2020-01-24,vanuatu,1
221,2020-01-24,bahrain,1
222,2020-01-24,tunisia,1
223,2020-01-24,antigua and barbuda,1
224,2020-01-24,cook islands,1
225,2020-01-24,senegal,1
226,2020-01-24,algeria,1
227,2020-01-24,افغانستان,1
228,2020-01-24,북조선,1
229,2020-01-24,الكويت,1
230,2020-01-24,grenada,1
231,2020-01-24,nicaragua,1
232,2020-01-24,oman,1
233,2020-01-24,jersey,1
234,2020-01-24,guyana,1
235,2020-01-24,monaco,1
236,2020-01-24,mozambique,1
237,2020-01-24,côte d'ivoire,1
238,2020-01-24,belize,1
239,2020-01-24,jordan / الأُرْدُن,1
240,2020-01-24,saint vincent and the grenadines,1
0,2020-01-24,united states,22
1,2020-01-24,canada,2
0,2020-01-24,united states,2380
1,2020-01-24,canada,256
2,2020-01-24,united kingdom,246
3,2020-01-24,china 中国,186
4,2020-01-24,australia,63
5,2020-01-24,india,58
6,2020-01-24,china,56
7,2020-01-24,philippines,47
8,2020-01-24,france,36
9,2020-01-24,switzerland,33
10,2020-01-24,nigeria,30
11,2020-01-24,new zealand,27
12,2020-01-24,malaysia,24
13,2020-01-24,república dominicana,23
14,2020-01-24,ireland,22
15,2020-01-24,suomi,22
16,2020-01-24,brasil,19
17,2020-01-24,deutschland,18
18,2020-01-24,taiwan,17
19,2020-01-24,nederland,17
20,2020-01-24,south africa,16
21,2020-01-24,netherlands,15
22,2020-01-24,românia,14
23,2020-01-24,singapore,14
24,2020-01-24,japan,13
25,2020-01-24,vietnam,11
26,2020-01-24,italia,11
27,2020-01-24,georgia / საქართველო,10
28,2020-01-24,germany,9
29,2020-01-24,pakistan,9
30,2020-01-24,argentina,8
31,2020-01-24,colombia,8
32,2020-01-24,méxico,8
33,2020-01-24,españa,8
34,2020-01-24,portugal,8
35,2020-01-24,egypt / مصر,7
36,2020-01-24,sverige,7
37,2020-01-24,kenya,6
38,2020-01-24,indonesia,6
39,2020-01-24,spain,6
40,2020-01-24,россия,6
41,2020-01-24,ประเทศไทย,6
42,2020-01-24,azerbaijan,6
43,2020-01-24,sweden,6
44,2020-01-24,ایران,5
45,2020-01-24,austria,5
46,2020-01-24,bosna i hercegovina,5
47,2020-01-24,norge,5
48,2020-01-24,belgium,5
49,2020-01-24,venezuela,4
50,2020-01-24,tanzania,4
51,2020-01-24,norway,4
52,2020-01-24,پاکستان,4
53,2020-01-24,turkey,4
54,2020-01-24,việt nam,4
55,2020-01-24,finland,4
56,2020-01-24,nepal,3
57,2020-01-24,haiti,3
58,2020-01-24,thailand,3
59,2020-01-24,日本 (japan),3
60,2020-01-24,denmark,3
61,2020-01-24,uganda,3
62,2020-01-24,puerto rico,3
63,2020-01-24,ecuador,3
64,2020-01-24,türkiye,3
65,2020-01-24,българия,3
66,2020-01-24,zambia,3
67,2020-01-24,sri lanka,3
68,2020-01-24,danmark,3
69,2020-01-24,malawi,3
70,2020-01-24,united arab emirates,3
71,2020-01-24,magyarország,2
72,2020-01-24,česko,2
73,2020-01-24,mexico,2
74,2020-01-24,jersey,2
75,2020-01-24,romania,2
76,2020-01-24,bangladesh,2
77,2020-01-24,slovensko,2
78,2020-01-24,대한민국,2
79,2020-01-24,belgië - belgique - belgien,2
80,2020-01-24,монгол улс,2
81,2020-01-24,albania,2
82,2020-01-24,egypt,2
83,2020-01-24,croatia,2
84,2020-01-24,україна,2
85,2020-01-24,libya,2
86,2020-01-24,italy,2
87,2020-01-24,ປະເທດລາວ,2
88,2020-01-24,fiji,2
89,2020-01-24,česká republika,2
90,2020-01-24,malta,2
91,2020-01-24,saint lucia,2
92,2020-01-24,serbia,1
93,2020-01-24,ελλάδα,1
94,2020-01-24,uruguay,1
95,2020-01-24,iraq,1
96,2020-01-24,cyprus,1
97,2020-01-24,hungary,1
98,2020-01-24,lietuva,1
99,2020-01-24,poland,1
100,2020-01-24,lebanon,1
101,2020-01-24,ethiopia,1
102,2020-01-24,panama,1
103,2020-01-24,israel,1
104,2020-01-24,turks & caicos islands,1
105,2020-01-24,österreich,1
106,2020-01-24,saudi arabia / السعودية,1
107,2020-01-24,paraguay,1
108,2020-01-24,chile,1
109,2020-01-24,dominican republic,1
110,2020-01-24,saint kitts and nevis,1
111,2020-01-24,saint vincent and the grenadines,1
112,2020-01-24,belarus,1
113,2020-01-24,bolivia,1
114,2020-01-24,kuwait,1
115,2020-01-24,myanmar,1
116,2020-01-24,senegal,1
117,2020-01-24,guernsey,1
118,2020-01-24,moldova,1
119,2020-01-24,polska,1
120,2020-01-24,bhutan,1
121,2020-01-24,papua new guinea,1
122,2020-01-24,中国,1
123,2020-01-24,ghana,1
124,2020-01-24,bulgaria,1
125,2020-01-24,liberia,1
126,2020-01-24,south korea,1
127,2020-01-24,κύπρος,1
128,2020-01-24,azərbaycan,1
129,2020-01-24,cambodia,1
130,2020-01-24,brazil,1
131,2020-01-24,slovakia,1
132,2020-01-24,trinidad and tobago,1
133,2020-01-24,peru,1
0,2020-01-24,united states,9418
1,2020-01-24,united kingdom,1967
2,2020-01-24,canada,1495
3,2020-01-24,china 中国,923
4,2020-01-24,india,552
5,2020-01-24,australia,516
6,2020-01-24,philippines,467
7,2020-01-24,singapore,384
8,2020-01-24,china,280
9,2020-01-24,france,242
10,2020-01-24,nigeria,226
11,2020-01-24,malaysia,212
12,2020-01-24,new zealand,151
13,2020-01-24,deutschland,131
14,2020-01-24,república dominicana,129
15,2020-01-24,nederland,114
16,2020-01-24,south africa,108
17,2020-01-24,ireland,101
18,2020-01-24,switzerland,97
19,2020-01-24,italia,95
20,2020-01-24,indonesia,87
21,2020-01-24,japan,86
22,2020-01-24,pakistan,80
23,2020-01-24,españa,75
24,2020-01-24,taiwan,73
25,2020-01-24,日本 (japan),71
26,2020-01-24,germany,71
27,2020-01-24,kenya,63
28,2020-01-24,türkiye,53
29,2020-01-24,brasil,52
30,2020-01-24,méxico,52
31,2020-01-24,suomi,51
32,2020-01-24,thailand,49
33,2020-01-24,colombia,45
34,2020-01-24,românia,44
35,2020-01-24,sverige,44
36,2020-01-24,netherlands,44
37,2020-01-24,sweden,41
38,2020-01-24,italy,39
39,2020-01-24,portugal,39
40,2020-01-24,ประเทศไทย,34
41,2020-01-24,대한민국,32
42,2020-01-24,egypt / مصر,31
43,2020-01-24,turkey,30
44,2020-01-24,belgië - belgique - belgien,30
45,2020-01-24,sri lanka,30
46,2020-01-24,bangladesh,28
47,2020-01-24,spain,28
48,2020-01-24,argentina,25
49,2020-01-24,georgia / საქართველო,24
50,2020-01-24,vietnam,24
51,2020-01-24,israel,24
52,2020-01-24,venezuela,23
53,2020-01-24,chile,23
54,2020-01-24,united arab emirates,23
55,2020-01-24,россия,23
56,2020-01-24,ایران,20
57,2020-01-24,haiti,20
58,2020-01-24,ghana,20
59,2020-01-24,việt nam,18
60,2020-01-24,egypt,18
61,2020-01-24,norge,17
62,2020-01-24,peru,17
63,2020-01-24,polska,17
64,2020-01-24,česká republika,17
65,2020-01-24,nepal,17
66,2020-01-24,中国,17
67,2020-01-24,finland,16
68,2020-01-24,uganda,16
69,2020-01-24,پاکستان,15
70,2020-01-24,danmark,15
71,2020-01-24,saudi arabia / السعودية,14
72,2020-01-24,qatar,14
73,2020-01-24,κύπρος,14
74,2020-01-24,panamá,13
75,2020-01-24,poland,13
76,2020-01-24,cambodia,12
77,2020-01-24,ethiopia,12
78,2020-01-24,norway,12
79,2020-01-24,ປະເທດລາວ,12
80,2020-01-24,maldives,12
81,2020-01-24,mali,12
82,2020-01-24,estonia,11
83,2020-01-24,austria,11
84,2020-01-24,brazil,11
85,2020-01-24,saudi arabia,10
86,2020-01-24,bosna i hercegovina,10
87,2020-01-24,russia,10
88,2020-01-24,jamaica,10
89,2020-01-24,antarctica,9
90,2020-01-24,greece,9
91,2020-01-24,cyprus,8
92,2020-01-24,ישראל,8
93,2020-01-24,ukraine,8
94,2020-01-24,malta,8
95,2020-01-24,ecuador,8
96,2020-01-24,liberia,8
97,2020-01-24,puerto rico,8
98,2020-01-24,slovakia,8
99,2020-01-24,mexico,8
100,2020-01-24,maroc,7
101,2020-01-24,malawi,7
102,2020-01-24,trinidad and tobago,7
103,2020-01-24,ελλάδα,7
104,2020-01-24,eesti,7
105,2020-01-24,تونس,7
106,2020-01-24,tanzania,7
107,2020-01-24,el salvador,6
108,2020-01-24,mongolia,6
109,2020-01-24,österreich,6
110,2020-01-24,croatia,6
111,2020-01-24,kazakhstan,6
112,2020-01-24,zimbabwe,6
113,2020-01-24,dominican republic,6
114,2020-01-24,belgium,6
115,2020-01-24,україна,6
116,2020-01-24,cayman islands,6
117,2020-01-24,lebanon,6
118,2020-01-24,panama,6
119,2020-01-24,costa rica,5
120,2020-01-24,south sudan,5
121,2020-01-24,bermuda,5
122,2020-01-24,bahamas,5
123,2020-01-24,schweiz/suisse/svizzera/svizra,5
124,2020-01-24,luxembourg,5
125,2020-01-24,kyrgyzstan,5
126,2020-01-24,भारत - india,5
127,2020-01-24,afghanistan,5
128,2020-01-24,lesotho,5
129,2020-01-24,namibia,5
130,2020-01-24,myanmar,5
131,2020-01-24,south korea,5
132,2020-01-24,iraq,5
133,2020-01-24,日本,5
134,2020-01-24,slovenia,4
135,2020-01-24,azərbaycan,4
136,2020-01-24,guinée,4
137,2020-01-24,romania,4
138,2020-01-24,belgië / belgique / belgien,4
139,2020-01-24,fiji,4
140,2020-01-24,denmark,4
141,2020-01-24,slovensko,4
142,2020-01-24,slovenija,4
143,2020-01-24,iran,4
144,2020-01-24,jamaika,4
145,2020-01-24,shqipëria,4
146,2020-01-24,magyarország,4
147,2020-01-24,yemen,4
148,2020-01-24,česko,3
149,2020-01-24,serbia,3
150,2020-01-24,ísland,3
151,2020-01-24,azerbaijan,3
152,2020-01-24,guernsey,3
153,2020-01-24,mauritius,3
154,2020-01-24,българия,3
155,2020-01-24,niger,3
156,2020-01-24,uruguay,3
157,2020-01-24,sierra leone,3
158,2020-01-24,república de guinea ecuatorial;république de guinée équatoriale;república da guiné equatorial,3
159,2020-01-24,botswana,3
160,2020-01-24,libya / ليبيا,3
161,2020-01-24,hungary,3
162,2020-01-24,cuba,3
163,2020-01-24,république du congo,3
164,2020-01-24,falkland islands,3
165,2020-01-24,cameroon;cameroun,3
166,2020-01-24,монгол улс,3
167,2020-01-24,الجزائر,3
168,2020-01-24,seychelles,2
169,2020-01-24,latvija,2
170,2020-01-24,palestinian territory,2
171,2020-01-24,lietuva,2
172,2020-01-24,kuwait,2
173,2020-01-24,bosna i hercegovina / босна и херцеговина,2
174,2020-01-24,bolivia,2
175,2020-01-24,brunei,2
176,2020-01-24,syria,2
177,2020-01-24,kalaallit nunaat,2
178,2020-01-24,الإمارات العربية المتحدة,2
179,2020-01-24,cape verde,2
180,2020-01-24,قطر qatar,2
181,2020-01-24,madagascar,2
182,2020-01-24,rwanda,2
183,2020-01-24,british virgin islands,2
184,2020-01-24,jordan,2
185,2020-01-24,timor-leste; timor lorosa'e,2
186,2020-01-24,zambia,2
187,2020-01-24,cameroon,2
188,2020-01-24,laos,2
189,2020-01-24,libya,2
190,2020-01-24,беларусь,2
191,2020-01-24,guatemala,2
192,2020-01-24,république démocratique du congo,2
193,2020-01-24,اليَمَن al-yaman,2
194,2020-01-24,brunei darussalam,2
195,2020-01-24,السعودية,2
196,2020-01-24,ελλάς,2
197,2020-01-24,iceland,2
198,2020-01-24,montserrat,2
199,2020-01-24,new zealand / aotearoa,2
200,2020-01-24,armenia,2
201,2020-01-24,kosovo,2
202,2020-01-24,saint lucia,2
203,2020-01-24,samoa,2
204,2020-01-24,western sahara,1
205,2020-01-24,somalia / الصومال,1
206,2020-01-24,chad,1
207,2020-01-24,turkmenistan,1
208,2020-01-24,isle of man,1
209,2020-01-24,sudan,1
210,2020-01-24,臺灣,1
211,2020-01-24,македонија,1
212,2020-01-24,türkmenistan,1
213,2020-01-24,gabon,1
214,2020-01-24,հայաստան,1
215,2020-01-24,solomon islands,1
216,2020-01-24,faroe islands,1
217,2020-01-24,السودان ‎al-sūdān,1
218,2020-01-24,paraguay,1
219,2020-01-24,angola,1
